session_id,session_name,timestamp,speed_ms,voltage_v,current_a,power_w,energy_j,distance_m,latitude,longitude,altitude,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,total_acceleration,message_id,uptime_seconds,throttle_pct,brake_pct,throttle,brake,data_source
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:21.547956+00:00,14.05,47.15,8.64,407.47,5482.79,167.31,40.713022,-74.006803,111.47,-0.297,0.581,-1.499,29.523,-2.305,9.481,31.093,54,10.8,57.5,2.8,0.575,0.028,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:21.771283+00:00,12.01,48.7,8.82,429.77,5568.74,169.71,40.713147,-74.006834,109.03,-0.188,0.282,-2.114,-10.224,-2.367,9.622,14.238,55,11.0,60.4,2.6,0.604,0.026,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:21.974830+00:00,12.13,48.5,11.13,539.7,5676.68,172.14,40.713293,-74.00701,110.06,0.16,0.349,-3.516,1.274,-2.34,10.151,10.495,56,11.200000000000001,59.4,0.8,0.594,0.008,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:22.189527+00:00,11.36,48.43,9.3,450.57,5766.79,174.41,40.713087,-74.006832,113.96,-0.714,-0.304,-3.167,-3.996,-2.059,9.828,10.807,57,11.4,51.7,3.9,0.517,0.039,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:22.391340+00:00,13.85,49.68,9.86,489.78,5864.75,177.18,40.713018,-74.007061,109.61,0.718,-0.212,-2.266,11.802,-3.06,10.046,15.798,58,11.600000000000001,42.7,2.4,0.427,0.024,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:22.609097+00:00,9.79,47.83,10.05,480.74,5960.9,179.14,40.71315,-74.006989,109.96,0.728,-0.085,-1.637,-20.582,-2.2,9.647,22.837,59,11.8,48.7,1.5,0.487,0.015,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:22.827082+00:00,13.24,49.53,8.97,444.25,6049.75,181.79,40.712844,-74.00714,111.11,-0.688,-0.065,-1.85,17.585,-2.367,9.705,20.225,60,12.0,34.9,3.1,0.349,0.031,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:23.033926+00:00,14.91,47.89,9.38,449.38,6139.62,184.77,40.712746,-74.007007,111.03,-0.611,-0.45,-0.518,8.658,-3.029,9.982,13.556,61,12.200000000000001,45.1,2.0,0.451,0.02,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:23.243508+00:00,14.57,47.25,11.19,528.85,6245.39,187.68,40.712897,-74.006982,109.78,0.837,0.117,-1.74,-1.828,-3.423,9.556,10.314,62,12.4,41.1,2.1,0.411,0.021,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:23.419203+00:00,10.05,49.54,9.08,450.03,6335.4,189.69,40.712824,-74.007088,108.49,0.541,0.091,-2.869,-22.67,-1.991,10.07,24.885,63,12.600000000000001,37.4,1.9,0.374,0.019,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:23.637909+00:00,15.16,47.85,9.8,468.96,6429.19,192.72,40.712921,-74.007024,108.3,0.036,0.164,-0.917,25.774,-2.98,10.165,27.866,64,12.8,30.6,1.0,0.306,0.01,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:23.827369+00:00,13.63,45.45,11.55,524.87,6534.17,195.45,40.712727,-74.007059,108.92,-0.235,0.251,-3.577,-7.335,-2.368,10.095,12.701,65,13.0,34.1,1.8,0.341,0.018,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:24.046268+00:00,16.74,47.94,10.51,503.82,6634.93,198.8,40.71289,-74.007106,109.86,-0.23,0.081,-0.942,15.603,-3.061,9.369,18.455,66,13.200000000000001,25.3,3.2,0.253,0.032,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:24.248707+00:00,16.51,49.2,10.67,525.05,6739.94,202.1,40.712433,-74.006943,108.8,0.028,0.522,-0.762,-0.781,-2.707,9.809,10.205,67,13.4,26.6,1.1,0.266,0.011,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:24.466812+00:00,17.32,48.23,11.12,536.42,6847.22,205.56,40.712571,-74.006989,109.51,0.14,0.157,-0.979,3.696,-2.805,10.171,11.179,68,13.600000000000001,24.1,2.5,0.241,0.025,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:24.657264+00:00,15.32,47.23,10.29,485.82,6944.39,208.62,40.712289,-74.006952,107.62,-0.609,0.109,-2.641,-9.921,-3.019,9.069,13.776,69,13.8,27.7,1.6,0.277,0.016,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:24.855588+00:00,19.1,47.02,10.43,490.33,7042.45,212.44,40.712438,-74.006934,108.21,-0.754,0.206,-1.156,18.424,-2.861,9.536,20.942,70,14.0,25.7,1.0,0.257,0.01,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:25.075001+00:00,16.86,44.89,10.58,474.99,7137.45,215.82,40.712481,-74.007017,110.32,-0.664,-0.116,-0.541,-10.709,-1.903,9.668,14.552,71,14.200000000000001,24.0,2.5,0.24,0.025,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:25.366660+00:00,20.27,49.61,12.09,599.86,7257.42,219.87,40.712343,-74.006987,110.11,-0.493,-0.206,0.005,17.24,-1.854,9.928,19.98,72,14.4,24.3,2.2,0.243,0.022,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:25.573962+00:00,19.62,48.99,12.21,598.21,7377.06,223.79,40.712257,-74.00679,109.77,-0.168,-0.142,-2.066,-2.728,-2.058,9.316,9.923,73,14.600000000000001,16.8,0.0,0.168,0.0,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:25.790369+00:00,19.66,46.24,11.85,547.78,7486.62,227.73,40.712397,-74.006775,106.81,-0.462,-0.053,-1.657,-0.232,-1.67,10.238,10.376,74,14.8,21.5,2.6,0.215,0.026,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:25.994222+00:00,21.66,47.27,12.85,607.46,7608.11,232.06,40.712179,-74.006789,107.53,0.246,0.182,-0.52,10.244,-1.497,9.667,14.164,75,15.0,20.4,2.0,0.204,0.02,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:26.195717+00:00,18.87,48.85,12.6,615.58,7731.23,235.83,40.712256,-74.006783,107.72,-0.552,0.038,0.339,-12.543,-1.029,9.129,15.547,76,15.200000000000001,25.5,2.0,0.255,0.02,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:26.395569+00:00,22.66,46.2,10.77,497.39,7830.7,240.36,40.712229,-74.006783,109.09,0.459,0.344,-0.227,18.619,-0.916,9.729,21.027,77,15.4,25.2,3.7,0.252,0.037,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:26.612125+00:00,20.32,48.91,10.45,511.33,7932.97,244.43,40.712177,-74.006856,106.37,0.262,0.895,-0.483,-11.599,0.02,9.933,15.271,78,15.600000000000001,26.0,2.4,0.26,0.024,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:26.794485+00:00,18.93,47.53,11.07,526.4,8038.25,248.22,40.71218,-74.00674,107.84,0.512,-0.315,0.649,-6.608,-0.105,9.894,11.899,79,15.8,16.8,4.0,0.168,0.04,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:27.023101+00:00,18.96,49.39,11.58,571.9,8152.63,252.01,40.711923,-74.006682,106.35,-0.167,0.275,-0.108,0.4,0.928,10.463,10.512,80,16.0,18.8,2.6,0.188,0.026,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:27.270718+00:00,19.7,48.31,11.56,558.74,8264.38,255.95,40.712002,-74.006741,105.41,-0.088,-0.128,0.931,3.693,0.574,9.572,10.276,81,16.2,11.6,0.9,0.116,0.009,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:27.519268+00:00,21.18,47.4,11.94,566.08,8377.59,260.18,40.711961,-74.006712,105.86,0.213,0.051,-0.025,6.797,0.667,8.932,11.244,82,16.400000000000002,22.6,2.1,0.226,0.021,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:27.718505+00:00,17.91,47.65,9.91,472.24,8472.04,263.77,40.711938,-74.006438,105.51,-0.139,0.079,0.171,-17.256,0.964,9.706,19.822,83,16.6,18.8,1.5,0.188,0.015,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:27.922206+00:00,20.67,47.41,12.79,606.34,8593.31,267.9,40.71193,-74.006641,106.41,0.828,0.002,0.895,13.827,1.349,9.988,17.11,84,16.8,20.5,4.4,0.205,0.044,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:28.123080+00:00,19.47,48.92,11.94,584.2,8710.15,271.79,40.71199,-74.006561,105.18,-0.144,-0.065,0.671,-6.123,0.931,10.089,11.838,85,17.0,18.7,2.5,0.187,0.025,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:28.339446+00:00,18.14,51.67,11.59,598.76,8829.9,275.42,40.712045,-74.006507,104.04,-0.089,0.319,1.52,-5.952,2.057,10.205,11.992,86,17.2,25.8,3.0,0.258,0.03,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:41:28.558882+00:00,16.56,46.85,12.04,564.16,8942.73,278.73,40.711817,-74.006354,103.3,-0.979,0.626,0.609,-8.311,1.933,10.075,13.203,87,17.400000000000002,24.2,2.0,0.242,0.02,MOCK_NORMAL
